"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"merged_models.nlogox"
"find-best-dog-number-surround"
"02/11/2026 18:46:58:527 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","num-dogs","num-sheep","dog-speed","dog-strategy","[step]","get-success-percentage","get-tick-50pct","get-tick-80pct","get-tick-95pct","get-tick-100pct","current-run-seed","num-dogs","scenario","max-speed","dog-speed","k-neighbors","separation-distance","separation-weight","cohesion-weight","alignment-weight","fear-of-dogs","noise"
"134","0","100","10","Surround","10000","2.50725","6105","-1","-1","-1","-879350748","0","Target","8","10","4","3","15","60","1","50","0"
"136","0","100","10","Surround","10000","4.0515","9900","-1","-1","-1","1013060932","0","Target","8","10","4","3","15","60","1","50","0"
"135","0","100","10","Surround","10000","3.4876249999999995","-1","-1","-1","-1","-565804408","0","Target","8","10","4","3","15","60","1","50","0"
"138","0","100","10","Surround","10000","4.981125","-1","-1","-1","-1","446911334","0","Target","8","10","4","3","15","60","1","50","0"
"137","0","100","10","Surround","10000","10.7805","1332","-1","-1","-1","-8223580","0","Target","8","10","4","3","15","60","1","50","0"
"139","0","100","10","Surround","10000","7.39575","8644","-1","-1","-1","-40465147","0","Target","8","10","4","3","15","60","1","50","0"
"140","0","100","10","Surround","10000","10.915625","858","-1","-1","-1","401639825","0","Target","8","10","4","3","15","60","1","50","0"
"141","0","100","15","Surround","10000","10.125375","2793","-1","-1","-1","-1473327340","0","Target","8","15","4","3","15","60","1","50","0"
"142","0","100","15","Surround","10000","22.588625","7368","7866","7878","7890","769677000","0","Target","8","15","4","3","15","60","1","50","0"
"143","0","100","15","Surround","10000","2.01725","-1","-1","-1","-1","678147599","0","Target","8","15","4","3","15","60","1","50","0"
"144","0","100","15","Surround","10000","30.39325","2147","4892","5287","5298","-478840890","0","Target","8","15","4","3","15","60","1","50","0"
"145","0","100","15","Surround","10000","10.383375","2872","-1","-1","-1","-1140090945","0","Target","8","15","4","3","15","60","1","50","0"
"146","0","100","15","Surround","10000","3.474625","-1","-1","-1","-1","-1135490600","0","Target","8","15","4","3","15","60","1","50","0"
"149","0","100","15","Surround","10000","43.712625","2354","2801","9101","9934","821248801","0","Target","8","15","4","3","15","60","1","50","0"
"147","0","100","15","Surround","10000","14.0485","3059","-1","-1","-1","1113141725","0","Target","8","15","4","3","15","60","1","50","0"
"148","0","100","15","Surround","10000","11.90775","7150","7442","-1","-1","1968497922","0","Target","8","15","4","3","15","60","1","50","0"
"150","0","100","15","Surround","10000","17.272","4410","8601","-1","-1","1208023355","0","Target","8","15","4","3","15","60","1","50","0"
"152","0","100","20","Surround","10000","11.840125","3856","4499","4622","-1","2120939837","0","Target","8","20","4","3","15","60","1","50","0"
"151","0","100","20","Surround","10000","14.077","1890","-1","-1","-1","-265139498","0","Target","8","20","4","3","15","60","1","50","0"
"153","0","100","20","Surround","10000","13.9125","2655","8504","-1","-1","322690583","0","Target","8","20","4","3","15","60","1","50","0"
"154","0","100","20","Surround","10000","28.661375","1081","8948","-1","-1","-738332466","0","Target","8","20","4","3","15","60","1","50","0"
"156","0","100","20","Surround","10000","8.418875","5987","-1","-1","-1","264388688","0","Target","8","20","4","3","15","60","1","50","0"
"155","0","100","20","Surround","10000","39.1895","1046","2917","3073","4142","-1887636768","0","Target","8","20","4","3","15","60","1","50","0"
"157","0","100","20","Surround","10000","2.2445","-1","-1","-1","-1","366458203","0","Target","8","20","4","3","15","60","1","50","0"
"158","0","100","20","Surround","10000","16.30325","6740","7564","7662","7693","580133262","0","Target","8","20","4","3","15","60","1","50","0"
"159","0","100","20","Surround","10000","19.436375","7888","8415","8559","-1","-895358019","0","Target","8","20","4","3","15","60","1","50","0"
"160","0","100","20","Surround","10000","15.835625","4027","-1","-1","-1","926399415","0","Target","8","20","4","3","15","60","1","50","0"
"161","1","100","0.5","Surround","10000","0.028499999999999998","-1","-1","-1","-1","-815719674","1","Target","8","0.5","4","3","15","60","1","50","0"
"162","1","100","0.5","Surround","10000","35.624","5965","6085","-1","-1","-801004845","1","Target","8","0.5","4","3","15","60","1","50","0"
"164","1","100","0.5","Surround","10000","5.0E-4","-1","-1","-1","-1","1018301027","1","Target","8","0.5","4","3","15","60","1","50","0"
"163","1","100","0.5","Surround","10000","5.51075","1404","-1","-1","-1","254440106","1","Target","8","0.5","4","3","15","60","1","50","0"
"165","1","100","0.5","Surround","10000","0.07725","-1","-1","-1","-1","-1317162716","1","Target","8","0.5","4","3","15","60","1","50","0"
"166","1","100","0.5","Surround","10000","0.00675","-1","-1","-1","-1","-113873093","1","Target","8","0.5","4","3","15","60","1","50","0"
"167","1","100","0.5","Surround","10000","0","-1","-1","-1","-1","614922820","1","Target","8","0.5","4","3","15","60","1","50","0"
"168","1","100","0.5","Surround","10000","0","-1","-1","-1","-1","1669966838","1","Target","8","0.5","4","3","15","60","1","50","0"
"169","1","100","0.5","Surround","10000","14.148875","853","913","-1","-1","1123323472","1","Target","8","0.5","4","3","15","60","1","50","0"
"170","1","100","0.5","Surround","10000","6.0575","9716","-1","-1","-1","1786504890","1","Target","8","0.5","4","3","15","60","1","50","0"
"171","1","100","0.7","Surround","10000","11.66125","5275","5947","-1","-1","994328216","1","Target","8","0.7","4","3","15","60","1","50","0"
"172","1","100","0.7","Surround","10000","2.5E-4","-1","-1","-1","-1","1825428829","1","Target","8","0.7","4","3","15","60","1","50","0"
"174","1","100","0.7","Surround","10000","1.9825","1349","-1","-1","-1","1132229386","1","Target","8","0.7","4","3","15","60","1","50","0"
"173","1","100","0.7","Surround","10000","0.022375","998","-1","-1","-1","-102528774","1","Target","8","0.7","4","3","15","60","1","50","0"
"175","1","100","0.7","Surround","10000","18.147625","861","-1","-1","-1","662164608","1","Target","8","0.7","4","3","15","60","1","50","0"
"176","1","100","0.7","Surround","10000","0","-1","-1","-1","-1","-1679195332","1","Target","8","0.7","4","3","15","60","1","50","0"
"177","1","100","0.7","Surround","10000","0.0605","-1","-1","-1","-1","1150854458","1","Target","8","0.7","4","3","15","60","1","50","0"
"178","1","100","0.7","Surround","10000","0","-1","-1","-1","-1","681620058","1","Target","8","0.7","4","3","15","60","1","50","0"
"179","1","100","0.7","Surround","10000","0.118375","-1","-1","-1","-1","827567546","1","Target","8","0.7","4","3","15","60","1","50","0"
"180","1","100","0.7","Surround","10000","0.2325","-1","-1","-1","-1","-1245367311","1","Target","8","0.7","4","3","15","60","1","50","0"
